	Index	Gene_name	Gene_list_number	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	Organism	HGNC_symbol	Alias	Info
116	117	Fbxo33	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035329	ENSMUST00000043204|ENSMUST00000160204|ENSMUST00000162855|ENSMUST00000161351	NM_001033156	mouse	FBXO33		up
117	118	Sgk1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000019970	ENSMUST00000141218|ENSMUST00000150089|ENSMUST00000124203|ENSMUST00000120509|ENSMUST00000126560|ENSMUST00000100036|ENSMUST00000092673|ENSMUST00000164659|ENSMUST00000020145|ENSMUST00000142174|ENSMUST00000135195|ENSMUST00000124350|ENSMUST00000143094	NM_001161848|NM_001161845|NM_001161850|NM_001161847|NM_011361|NM_001161849	mouse	SGK1		up
118	119	Riok2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000116564	ENSMUST00000232396|ENSMUST00000232199|ENSMUST00000024620	NM_025934	mouse	RIOK2		up
119	120	Homer1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000007617	ENSMUST00000220609|ENSMUST00000109493|ENSMUST00000109492|ENSMUST00000080127|ENSMUST00000079086|ENSMUST00000109498|ENSMUST00000060490|ENSMUST00000109495|ENSMUST00000102752|ENSMUST00000109494|ENSMUST00000109496|ENSMUST00000109497	NM_001284189|NM_152134|NM_011982|NM_147176|NM_001347598	mouse	HOMER1		up
120	121	Cirbp	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000045193	ENSMUST00000154726|ENSMUST00000139935|ENSMUST00000147190|ENSMUST00000151321|ENSMUST00000054666|ENSMUST00000140774|ENSMUST00000105365	NM_001379423|NM_001379421|NM_001379425|NM_001379422|NM_001379424|NM_007705	mouse	CIRBP		up
121	122	Myh9	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022443	ENSMUST00000016771|ENSMUST00000129453|ENSMUST00000231192|ENSMUST00000139729|ENSMUST00000124844|ENSMUST00000123101|ENSMUST00000134878|ENSMUST00000229259|ENSMUST00000126796	NM_022410	mouse	MYH9		up
122	123	Arntl2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000040187	ENSMUST00000203818|ENSMUST00000123444|ENSMUST00000111638|ENSMUST00000204578|ENSMUST00000111636|ENSMUST00000129788|ENSMUST00000111639|ENSMUST00000136594|ENSMUST00000080530	NM_001289680|NM_172309|NM_001289679|NM_001289681	mouse	BMAL2		up
123	124	Id1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000042745	ENSMUST00000109824|ENSMUST00000038368	NM_001355113|NM_010495|NM_001369018	mouse	ID1		up
124	125	Wdr1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000005103	ENSMUST00000201456|ENSMUST00000202199|ENSMUST00000201260|ENSMUST00000201538|ENSMUST00000200909|ENSMUST00000202496|ENSMUST00000202766|ENSMUST00000201330|ENSMUST00000201150|ENSMUST00000005234|ENSMUST00000201059	NM_011715	mouse	WDR1		up
125	126	Arl4d	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000034936	ENSMUST00000039388	NM_025404	mouse	ARL4D		up
126	127	Mcl1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038612	ENSMUST00000037947|ENSMUST00000178686	NM_008562	mouse	MCL1		up
127	128	Id3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000007872	ENSMUST00000133946|ENSMUST00000008016|ENSMUST00000151001	NM_008321	mouse	ID3		up
128	129	Alpk1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000028028	ENSMUST00000160586|ENSMUST00000198955|ENSMUST00000159720|ENSMUST00000161239|ENSMUST00000162859|ENSMUST00000029662	NM_027808	mouse	ALPK1		up
129	130	Gm43890	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000108053	ENSMUST00000203437		mouse			up
130	131	Sat1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000025283	ENSMUST00000152463|ENSMUST00000138944|ENSMUST00000112551|ENSMUST00000026318|ENSMUST00000134855|ENSMUST00000150046|ENSMUST00000123337	NM_001291865|NM_009121	mouse	SAT1		up
131	132	Hbegf	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024486	ENSMUST00000236520|ENSMUST00000237621|ENSMUST00000025363	NM_010415	mouse	HBEGF		up
132	133	P2rx5	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000005950	ENSMUST00000136894|ENSMUST00000135202|ENSMUST00000006104	NM_001376982|NM_033321|NM_001376983	mouse	P2RX5		up
133	134	Riok1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021428	ENSMUST00000224962|ENSMUST00000224956|ENSMUST00000224683|ENSMUST00000224477|ENSMUST00000226056|ENSMUST00000223656|ENSMUST00000225418|ENSMUST00000225816|ENSMUST00000021866|ENSMUST00000223910|ENSMUST00000225174|ENSMUST00000226110|ENSMUST00000226006|ENSMUST00000225954	NM_024242	mouse	RIOK1		up
134	135	Rab10os	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000079179	ENSMUST00000242808|ENSMUST00000243240|ENSMUST00000243834|ENSMUST00000242371|ENSMUST00000245052|ENSMUST00000242795|ENSMUST00000241981|ENSMUST00000241737|ENSMUST00000241914|ENSMUST00000242716|ENSMUST00000177896|ENSMUST00000179643|ENSMUST00000244911|ENSMUST00000243572|ENSMUST00000244225|ENSMUST00000241084|ENSMUST00000179908|ENSMUST00000244424|ENSMUST00000178331|ENSMUST00000244051|ENSMUST00000240889|ENSMUST00000242905|ENSMUST00000245197|ENSMUST00000179924|ENSMUST00000241452|ENSMUST00000049684|ENSMUST00000241339|ENSMUST00000241031|ENSMUST00000241478|ENSMUST00000243813|ENSMUST00000241506|ENSMUST00000242728|ENSMUST00000243112|ENSMUST00000243157|ENSMUST00000241107|ENSMUST00000244752|ENSMUST00000241764|ENSMUST00000178074|ENSMUST00000245542		mouse			up
135	136	Mdm2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020184	ENSMUST00000137102|ENSMUST00000020408|ENSMUST00000155285|ENSMUST00000147823|ENSMUST00000126022|ENSMUST00000131627|ENSMUST00000132277|ENSMUST00000105263|ENSMUST00000151725	NM_010786|NM_001288586	mouse	MDM2		up
136	137	Cnksr3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000015202	ENSMUST00000015346|ENSMUST00000150282	NM_172546	mouse	CNKSR3		up
137	138	Klf11	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020653	ENSMUST00000146894|ENSMUST00000144046|ENSMUST00000139940|ENSMUST00000020982	NM_178357	mouse	KLF11		up
138	139	Sh3bp2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000054520	ENSMUST00000153750|ENSMUST00000179943|ENSMUST00000138912|ENSMUST00000118545|ENSMUST00000202745|ENSMUST00000101316|ENSMUST00000067638|ENSMUST00000125817	NM_001145859|NM_011893|NM_001145858	mouse	SH3BP2		up
139	140	Dcun1d3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000048787	ENSMUST00000059851|ENSMUST00000137888|ENSMUST00000142120|ENSMUST00000207488|ENSMUST00000106519|ENSMUST00000098080|ENSMUST00000207233	NM_001163703|NM_173408	mouse	DCUN1D3		up
140	141	Pqlc1	25	all_sig_genes_35904237	PMID: 35904237	Slc66a2	ENSMUST00000140594|ENSMUST00000070135|ENSMUST00000155039|ENSMUST00000123750|ENSMUST00000144468|ENSMUST00000129043|ENSMUST00000091798|ENSMUST00000134545|ENSMUST00000131780|ENSMUST00000151677|ENSMUST00000157056	NM_001164420|NM_001164423|NM_001164422|NM_001164424|NM_001164421|NM_025861	mouse			up
141	142	Pdlim7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021493	ENSMUST00000153426|ENSMUST00000136583|ENSMUST00000128910|ENSMUST00000046246|ENSMUST00000144288|ENSMUST00000155098|ENSMUST00000069929|ENSMUST00000131306|ENSMUST00000128911|ENSMUST00000069968|ENSMUST00000153230	NM_026131|NM_001114087|NM_001114088	mouse	PDLIM7		up
142	143	Runx1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022952	ENSMUST00000187242|ENSMUST00000023673|ENSMUST00000113956|ENSMUST00000189679|ENSMUST00000189126|ENSMUST00000186296|ENSMUST00000168195	NM_001111023|NM_009821|NM_001111022|NM_001111021	mouse	RUNX1		up
143	144	Pvr	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000040511	ENSMUST00000159413|ENSMUST00000159261|ENSMUST00000160572|ENSMUST00000208861|ENSMUST00000043517	NM_027514	mouse	PVR		up
144	145	Mat2a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000053907	ENSMUST00000205335|ENSMUST00000206783|ENSMUST00000205823|ENSMUST00000206692|ENSMUST00000206962|ENSMUST00000205384|ENSMUST00000059472|ENSMUST00000206368|ENSMUST00000206904|ENSMUST00000206900	NM_001363799|NM_001363798|NM_145569	mouse	MAT2A		up
145	146	Dgke	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000000276	ENSMUST00000107894|ENSMUST00000152772|ENSMUST00000000285	NM_001362845|NM_019505	mouse	DGKE		up
146	147	Slc45a3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026435	ENSMUST00000027695|ENSMUST00000177943|ENSMUST00000185387|ENSMUST00000190322	NM_145977|NM_001177628	mouse	SLC45A3		up
147	148	Rcan1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022951	ENSMUST00000232239|ENSMUST00000231813|ENSMUST00000060005|ENSMUST00000023672|ENSMUST00000231410|ENSMUST00000232457|ENSMUST00000232197	NM_019466|NM_001081549	mouse	RCAN1		up
148	149	Nupr1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030717	ENSMUST00000191192|ENSMUST00000131174|ENSMUST00000032961|ENSMUST00000187609|ENSMUST00000151105|ENSMUST00000191413	NM_019738	mouse	NUPR1		up
149	150	Ip6k2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000032599	ENSMUST00000195514|ENSMUST00000194782|ENSMUST00000085018|ENSMUST00000194875|ENSMUST00000192028|ENSMUST00000193970|ENSMUST00000193055|ENSMUST00000193634|ENSMUST00000193560|ENSMUST00000192226|ENSMUST00000195580|ENSMUST00000192307	NM_029634|NM_001379603|NM_001379600|NM_001379602|NM_001379601	mouse	IP6K2		up
150	151	Wsb1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000017677	ENSMUST00000131848|ENSMUST00000017821|ENSMUST00000137890|ENSMUST00000131818|ENSMUST00000145772|ENSMUST00000150416|ENSMUST00000153585	NM_019653|NM_001042565	mouse	WSB1		up
151	152	Gm7967	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000100009	ENSMUST00000191042|ENSMUST00000190991|ENSMUST00000191409		mouse			up
152	153	Sprtn	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031986	ENSMUST00000034467|ENSMUST00000212724	NM_001111141	mouse	SPRTN		up
153	154	Kdm7a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000042599	ENSMUST00000002305|ENSMUST00000127036	NM_001033430	mouse	KDM7A		up
154	155	Kdm5a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030180	ENSMUST00000152293|ENSMUST00000124847|ENSMUST00000142791|ENSMUST00000203373|ENSMUST00000132599|ENSMUST00000124525|ENSMUST00000005108|ENSMUST00000135802|ENSMUST00000132009	NM_145997	mouse	KDM5A		up
155	156	Gm16144	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000086399	ENSMUST00000131093		mouse			up
156	157	Zfp719	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030469	ENSMUST00000147075|ENSMUST00000058104|ENSMUST00000205769	NM_001357769|NM_172482	mouse			up
157	158	Tubb6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000001473	ENSMUST00000236667|ENSMUST00000001513	NM_026473	mouse	TUBB6		up
158	159	Lrrn3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000036295	ENSMUST00000043884	NM_001271708|NM_010733|NM_001271709	mouse	LRRN3		up
159	160	Zswim4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035671	ENSMUST00000039480	NM_172503	mouse	ZSWIM4		up
160	161	Gtpbp4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021149	ENSMUST00000220546|ENSMUST00000021574|ENSMUST00000221534|ENSMUST00000222975|ENSMUST00000222098	NM_027000	mouse	GTPBP4		up
161	162	Fermt2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000037712	ENSMUST00000045905|ENSMUST00000141424|ENSMUST00000150660|ENSMUST00000228769|ENSMUST00000149723|ENSMUST00000228208	NM_001360525|NM_001360526|NM_146054	mouse	FERMT2		up
162	163	Nkx2-2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000027434	ENSMUST00000172627|ENSMUST00000109969|ENSMUST00000067075|ENSMUST00000109970	NM_001077632|NM_010919	mouse	NKX2-2		up
163	164	Rbm18	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026889	ENSMUST00000134668|ENSMUST00000142809|ENSMUST00000028251|ENSMUST00000200733|ENSMUST00000122456	NM_026434|NM_001355579|NM_001355578|NM_001159635|NM_001355580	mouse	RBM18		up
164	165	Syne1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000096054	ENSMUST00000215021|ENSMUST00000041639|ENSMUST00000215887|ENSMUST00000215295|ENSMUST00000217592|ENSMUST00000217064|ENSMUST00000095899|ENSMUST00000215467|ENSMUST00000214945	NM_001347732|NM_153399|NM_001347711|NM_022027	mouse	SYNE1		up
165	166	Gm26532	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000097296	ENSMUST00000180630		mouse			up
166	167	Nexn	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000039103	ENSMUST00000046045|ENSMUST00000199423|ENSMUST00000198734|ENSMUST00000198648|ENSMUST00000200589|ENSMUST00000199983|ENSMUST00000198460|ENSMUST00000199470|ENSMUST00000198404|ENSMUST00000198750|ENSMUST00000196504|ENSMUST00000199685|ENSMUST00000197282|ENSMUST00000199752|ENSMUST00000196529|ENSMUST00000196815	NM_199465|NM_001357206	mouse	NEXN		up
167	168	Arid5b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000019947	ENSMUST00000218532|ENSMUST00000218425|ENSMUST00000020106|ENSMUST00000219238	NM_023598	mouse	ARID5B		up
168	169	Abl2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026596	ENSMUST00000166172|ENSMUST00000027888|ENSMUST00000190749|ENSMUST00000173929	NM_001136104|NM_009595	mouse	ABL2		up
169	170	Slc25a30	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022003	ENSMUST00000022580|ENSMUST00000227894|ENSMUST00000226574|ENSMUST00000227621|ENSMUST00000228379|ENSMUST00000228528	NM_026232	mouse	SLC25A30		up
170	171	Nr4a2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026826	ENSMUST00000140165|ENSMUST00000183542|ENSMUST00000028166|ENSMUST00000112627|ENSMUST00000128776|ENSMUST00000112629	NM_001139509|NM_013613	mouse	NR4A2		up
171	172	Sphk1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000061878	ENSMUST00000138840|ENSMUST00000136526|ENSMUST00000100201|ENSMUST00000155102|ENSMUST00000154034|ENSMUST00000150658|ENSMUST00000124682|ENSMUST00000239437|ENSMUST00000134834|ENSMUST00000148185|ENSMUST00000145737|ENSMUST00000106386|ENSMUST00000063396|ENSMUST00000106388|ENSMUST00000141798|ENSMUST00000063446|ENSMUST00000106387	NM_001172473|NM_001172472|NM_001372486|NM_001372485|NM_001372484|NM_025367|NM_001372488|NM_001172475|NM_001372489|NM_001372487	mouse	SPHK1		up
172	173	Sertad2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000049800	ENSMUST00000109586|ENSMUST00000093292|ENSMUST00000109585|ENSMUST00000145328	NM_001038625|NM_021372	mouse	SERTAD2		up
173	174	Akirin1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000023075	ENSMUST00000142778|ENSMUST00000102636|ENSMUST00000153472	NM_023423	mouse	AKIRIN1		up
174	175	Zfp365	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000037855	ENSMUST00000138543|ENSMUST00000132870|ENSMUST00000127869|ENSMUST00000064656	NM_178679	mouse	ZNF365		up
175	176	Rel	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020275	ENSMUST00000102864	NM_009044	mouse	REL		up
176	177	Zfp26	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000063108	ENSMUST00000161248|ENSMUST00000159569|ENSMUST00000075263|ENSMUST00000160370|ENSMUST00000098970|ENSMUST00000162438	NM_001357809|NM_011753	mouse			up
177	178	Gpcpd1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000027346	ENSMUST00000124107|ENSMUST00000149854|ENSMUST00000060955|ENSMUST00000110135|ENSMUST00000127712|ENSMUST00000110136|ENSMUST00000124632|ENSMUST00000110142|ENSMUST00000140867|ENSMUST00000148833|ENSMUST00000028822|ENSMUST00000145694|ENSMUST00000131617	NM_001355648|NM_027096|NM_001355650|NM_001355649|NM_001291051|NM_001355652|NM_001355651|NM_001042672|NM_001291050|NM_028802|NM_001291052	mouse	GPCPD1		up
178	179	9830144P21Rik	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000087528	ENSMUST00000126080|ENSMUST00000127525		mouse			up
179	180	Gcnt2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021360	ENSMUST00000069958|ENSMUST00000067778|ENSMUST00000110191|ENSMUST00000225759|ENSMUST00000225996|ENSMUST00000223570	NM_023887|NM_008105|NM_133219	mouse	GCNT2		up
180	181	Sdc4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000017009	ENSMUST00000017153|ENSMUST00000142909	NM_011521	mouse	SDC4		up
181	182	Megf10	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024593	ENSMUST00000075770|ENSMUST00000139892	NM_001001979	mouse	MEGF10		up
182	183	Ttc19	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000042298	ENSMUST00000154976|ENSMUST00000136477|ENSMUST00000050646|ENSMUST00000162385|ENSMUST00000101075	NM_028360|NM_029704	mouse	TTC19		up
183	184	Rnft1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020521	ENSMUST00000131246|ENSMUST00000125675|ENSMUST00000020827	NM_029788	mouse	RNFT1		up
184	185	Lima1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000023022	ENSMUST00000172119|ENSMUST00000109024|ENSMUST00000073691|ENSMUST00000230033|ENSMUST00000231121|ENSMUST00000171450	NM_023063|NM_001113545	mouse	LIMA1		up
185	186	Ppp1r12b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000073557	ENSMUST00000086444|ENSMUST00000112163|ENSMUST00000238280|ENSMUST00000132025|ENSMUST00000156348|ENSMUST00000137022|ENSMUST00000191540|ENSMUST00000146639|ENSMUST00000168381|ENSMUST00000141419|ENSMUST00000045665	NM_001081307|NM_001368827|NM_001368829	mouse	PPP1R12B		up
186	187	F2r	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000048376	ENSMUST00000059193	NM_010169	mouse	F2R		up
187	188	Tmem161b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035762	ENSMUST00000224501|ENSMUST00000225126|ENSMUST00000223862|ENSMUST00000057495|ENSMUST00000224525|ENSMUST00000225069|ENSMUST00000225708|ENSMUST00000223827|ENSMUST00000225212	NM_001361909|NM_001361908|NM_001361911|NM_175187	mouse	TMEM161B		up
188	189	Slc30a4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000005802	ENSMUST00000005952|ENSMUST00000099457	NM_001290993|NM_011774	mouse	SLC30A4		up
189	190	Zbtb21	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000046962	ENSMUST00000231256|ENSMUST00000231560|ENSMUST00000231263|ENSMUST00000113734|ENSMUST00000063605|ENSMUST00000232187|ENSMUST00000232010|ENSMUST00000052089	NM_001081684|NM_175428|NM_001320385|NM_001081685	mouse	ZBTB21		up
190	191	Ptbp2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000028134	ENSMUST00000197833|ENSMUST00000196203|ENSMUST00000196343|ENSMUST00000196066|ENSMUST00000200097|ENSMUST00000197464|ENSMUST00000197387|ENSMUST00000198733|ENSMUST00000029780|ENSMUST00000199026|ENSMUST00000198399|ENSMUST00000195902|ENSMUST00000198403	NM_019550|NM_001310711	mouse	PTBP2		up
191	192	Axin2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000000142	ENSMUST00000144511|ENSMUST00000052915|ENSMUST00000152909|ENSMUST00000106711|ENSMUST00000139682|ENSMUST00000140821|ENSMUST00000144130	NM_015732	mouse	AXIN2		up
192	193	Hist1h1c	25	all_sig_genes_35904237	PMID: 35904237	H1f2	ENSMUST00000040914	NM_015786	mouse			up
193	194	N4bp2l2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029655	ENSMUST00000164332|ENSMUST00000141857|ENSMUST00000201384|ENSMUST00000156180|ENSMUST00000144378|ENSMUST00000201390|ENSMUST00000118316|ENSMUST00000145822	NM_201369|NM_001362416	mouse	N4BP2L2		up
194	195	Spsb1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000039911	ENSMUST00000156451|ENSMUST00000125135|ENSMUST00000038562|ENSMUST00000149360|ENSMUST00000105685|ENSMUST00000167342|ENSMUST00000149743|ENSMUST00000105684|ENSMUST00000135896|ENSMUST00000156897	NM_029035	mouse	SPSB1		up
195	196	Slc30a1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000037434	ENSMUST00000044954|ENSMUST00000161756	NM_009579	mouse	SLC30A1		up
196	197	Zbtb38	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000040433	ENSMUST00000126066|ENSMUST00000128269|ENSMUST00000143906|ENSMUST00000137858|ENSMUST00000124186|ENSMUST00000143403|ENSMUST00000152594|ENSMUST00000132060|ENSMUST00000093798|ENSMUST00000140121|ENSMUST00000130078|ENSMUST00000147314	NM_001359959|NM_175537|NM_001359960	mouse	ZBTB38		up
197	198	Gm48239	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000114230	ENSMUST00000223597		mouse			up
198	199	Snapc1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021113	ENSMUST00000222025|ENSMUST00000221556|ENSMUST00000220882|ENSMUST00000220909|ENSMUST00000021532	NM_178392	mouse	SNAPC1		up
199	200	Polr3f	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000027427	ENSMUST00000134051|ENSMUST00000136999|ENSMUST00000143292|ENSMUST00000152311|ENSMUST00000028914|ENSMUST00000110017|ENSMUST00000155567	NM_029763	mouse	POLR3F		up
200	201	Mylk	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022836	ENSMUST00000023538|ENSMUST00000232066|ENSMUST00000232482|ENSMUST00000231589|ENSMUST00000232477|ENSMUST00000155268|ENSMUST00000232541|ENSMUST00000231998	NM_139300|NM_001408261	mouse	MYLK		up
201	202	Plk2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021701	ENSMUST00000225340|ENSMUST00000225156|ENSMUST00000224489|ENSMUST00000022212|ENSMUST00000223756	NM_152804	mouse	PLK2		up
202	203	Rell1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000047881	ENSMUST00000087327|ENSMUST00000128967|ENSMUST00000154169|ENSMUST00000154532|ENSMUST00000127314	NM_145923	mouse	RELL1		up
203	204	Gas1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000052957	ENSMUST00000065086|ENSMUST00000223933	NM_008086	mouse	GAS1		down
204	205	Ahdc1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000037692	ENSMUST00000156677|ENSMUST00000044521|ENSMUST00000105915|ENSMUST00000105916|ENSMUST00000154646|ENSMUST00000145682|ENSMUST00000105914|ENSMUST00000148518|ENSMUST00000154482|ENSMUST00000135548|ENSMUST00000142524	NM_001404130|NM_001404133|NM_001404131|NM_146155|NM_001404132	mouse	AHDC1		down
205	206	Socs1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038037	ENSMUST00000229866|ENSMUST00000038099	NM_001271603|NM_009896	mouse	SOCS1		down
206	207	Zfp324	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000004500	ENSMUST00000128293|ENSMUST00000038701|ENSMUST00000210619|ENSMUST00000124387	NM_001362140|NM_001362139|NM_178732	mouse	ZNF324B		down
207	208	Socs3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000053113	ENSMUST00000054002|ENSMUST00000123255|ENSMUST00000132295	NM_007707	mouse	SOCS3		down
208	209	Plk1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030867	ENSMUST00000033154|ENSMUST00000205901|ENSMUST00000206470	NM_011121	mouse	PLK1		down
209	210	Wnt9a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000000126	ENSMUST00000108783|ENSMUST00000000128	NM_139298	mouse	WNT9A		down
210	211	Ccnf	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000072082	ENSMUST00000234837|ENSMUST00000235059|ENSMUST00000234491|ENSMUST00000234916|ENSMUST00000234381|ENSMUST00000234708|ENSMUST00000234541|ENSMUST00000234096|ENSMUST00000115390|ENSMUST00000234949	NM_007634|NM_001409804|NM_001409807|NM_001409805|NM_001409801|NM_001409800|NM_001409803	mouse	CCNF		down
211	212	Hoxc6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000001661	ENSMUST00000173421|ENSMUST00000173210|ENSMUST00000001711	NM_010465	mouse	HOXC6		down
